Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Type_New,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Fat_Content_No_Fat,Item_Fat_Content_Regular,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Category_FD,Item_Category_NC,Item_Outlet_Sales
12.35,-1.5074453729304123,158.7946,2,1,Perishable,25,12.86,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5522.811
20.0,-2.0880157585936763,111.0544,2,1,Non_Perishable,1,5.55,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,894.8352
20.35,-1.5726790702940052,123.2072,1,2,Not_Sure,3,6.05,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1225.072
8.785,-2.5767766123850313,156.4656,1,2,Non_Perishable,6,17.81,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2162.5184
5.175,-2.411166235995696,35.4874,2,1,Non_Perishable,25,6.86,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1693.7952
7.1,-1.7331334143633077,171.708,1,2,Perishable,8,24.18,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3115.944
14.85,-1.827825022498283,140.9812,1,2,Non_Perishable,3,9.49,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3277.0676
11.3,-2.0178301838720425,259.1962,2,1,Non_Perishable,1,22.94,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5438.9202
20.25,-1.9465017308351682,196.7794,1,2,Perishable,8,9.72,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2731.1116
20.25,-2.5412834636893127,250.9092,2,1,Perishable,25,12.39,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8217.3036
8.63,-2.4002941571236587,186.6582,2,1,Not_Sure,25,21.63,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3715.164
5.48,-2.4896229350574672,83.325,1,1,Non_Perishable,12,15.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,416.125
11.0,-2.103001887325677,241.7512,1,3,Perishable,13,21.98,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3635.268
14.1,-1.8816891683798833,231.9668,2,3,Perishable,11,16.45,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1842.9344
13.85,-2.123272674452775,40.548,1,3,Not_Sure,25,2.93,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39.948
6.61,-2.429368633477693,186.0898,1,2,Not_Sure,6,28.15,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2619.2572
5.94,-2.34534365304522,177.9344,1,2,Non_Perishable,6,29.96,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4460.86
7.975,-2.709906683526982,83.125,1,2,Non_Perishable,3,10.42,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2579.975
12.65,-2.1992432952596874,112.5202,1,3,Not_Sure,13,8.89,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,787.6414
11.15,-2.380700650867457,166.3526,2,3,Non_Perishable,11,14.92,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,986.7156
6.825,-1.790409293905453,262.7226,1,1,Non_Perishable,12,38.49,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264.3226
8.18,-2.752873431931842,142.6154,1,3,Non_Perishable,13,17.43,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,709.077
17.6,-2.84782528298084,160.4552,1,2,Not_Sure,3,9.12,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2599.2832
15.75,-2.1218997382674867,194.3452,2,3,Non_Perishable,11,12.34,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2740.4328
12.15,-2.690877825073426,211.8928,1,3,Non_Perishable,13,17.44,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,5890.9984
9.3,-2.5216905426748815,197.6084,1,1,Not_Sure,12,21.25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,595.2252
13.5,-2.632578554930033,78.796,2,1,Not_Sure,1,5.84,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,239.688
9.695,-2.197310733129006,246.0144,1,2,Non_Perishable,6,25.38,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4165.2448
17.35,-2.054687979945094,88.383,2,1,Non_Perishable,25,5.09,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2067.309
20.5,-1.7212874279689054,192.2478,1,3,Perishable,13,9.38,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3874.956
14.85,-2.5985103155744427,262.591,1,3,Perishable,13,17.68,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4996.829
13.0,-2.259492990878748,256.1014,3,1,Non_Perishable,23,19.7,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2550.014
7.075,-2.538566370783837,95.7068,3,1,Non_Perishable,23,13.53,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,583.2408
17.85,-2.2060083110111846,125.1388,1,2,Perishable,6,7.01,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1981.4208
10.6,-1.821192708156909,232.4642,1,1,Perishable,12,21.93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.0926
9.695,-2.4251261819622303,175.137,2,1,Non_Perishable,1,18.06,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3705.177
12.65,-2.252646010119241,108.0938,2,1,Non_Perishable,1,8.54,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1607.907
5.945,-1.5157896892202756,127.9652,1,1,Non_Perishable,12,21.52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,645.826
17.5,-2.6592123914795405,141.418,1,2,Perishable,8,8.08,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1957.452
7.39,-1.6763672865769161,143.847,1,2,Not_Sure,3,19.47,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4866.998
9.8,-1.424514963737801,177.937,1,1,Perishable,12,18.16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,176.437
11.8,-2.471982109739847,40.6138,3,1,Non_Perishable,23,3.44,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,406.138
8.895,-1.6496143414310875,235.5616,1,1,Non_Perishable,12,26.48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7232
11.8,-1.7153891215043706,186.8924,2,3,Non_Perishable,11,15.84,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2961.4784
6.155,-1.826521763306979,213.356,2,1,Perishable,25,34.66,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6817.792
17.25,-1.654883520213594,41.248,1,3,Perishable,13,2.39,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,679.116
11.35,-3.043371929403529,168.379,1,2,Perishable,3,14.84,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3225.801
19.25,-1.7797973397700926,54.3956,1,2,Perishable,8,2.83,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,873.5296
19.7,-1.91178804790988,198.411,1,2,Non_Perishable,3,10.07,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2553.343
14.0,-2.505562514070723,40.2454,2,3,Non_Perishable,11,2.87,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,922.7988
8.355,-1.3875160756460572,146.4418,1,2,Non_Perishable,3,17.53,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3089.9778
15.1,-1.827539582889978,62.3194,2,3,Perishable,11,4.13,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,495.3552
12.1,-2.4114638367331405,77.367,1,2,Non_Perishable,8,6.39,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,612.536
8.185,-2.2062352837686787,48.6692,1,2,Perishable,8,5.95,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1182.4608
8.27,-1.2676972069503691,186.2924,1,3,Non_Perishable,25,22.53,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,555.2772
15.5,-1.8807041417657775,49.0692,3,1,Non_Perishable,23,3.17,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,295.6152
14.0,-1.7615708984992158,144.2812,1,3,Non_Perishable,13,10.31,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4844.3608
18.0,-2.601206061144381,129.3994,1,2,Non_Perishable,6,7.19,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3340.9844
9.6,-1.84750877417225,166.5158,2,3,Non_Perishable,11,17.35,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3509.4318
6.425,-1.833987219050201,177.7712,2,1,Perishable,25,27.67,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4921.5936
9.6,-2.3364795847335627,244.117,3,1,Not_Sure,23,25.43,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5346.374
7.905,-2.124676355281997,107.8254,2,1,Non_Perishable,25,13.64,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2387.5588
16.7,-2.143914354533838,114.7176,1,2,Non_Perishable,3,6.87,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2404.8696
9.3,-1.8585226337267364,144.9786,2,3,Non_Perishable,11,15.59,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1011.3502
8.1,-1.641140054198655,210.9902,1,2,Perishable,6,26.05,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6371.706
19.1,-1.425839760377103,172.4422,1,2,Non_Perishable,3,9.03,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1551.9798
8.88,-1.797218560261821,208.527,2,1,Non_Perishable,1,23.48,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3145.905
6.825,-2.2028283411767884,153.7998,1,2,Non_Perishable,3,22.53,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,922.7988
11.5,-2.257120040632119,194.782,1,2,Non_Perishable,6,16.94,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3475.476
7.075,-2.5358376455465055,98.8068,1,2,Non_Perishable,3,13.97,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2527.3768
20.7,-2.2870307970500474,151.7366,1,2,Non_Perishable,3,7.33,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,604.5464
7.895,-2.065624374934956,56.7588,2,3,Perishable,11,7.19,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,343.5528
6.86,-2.3217189967796648,229.601,2,1,Non_Perishable,1,33.47,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2526.711
9.6,-2.723420858876368,187.1872,3,1,Not_Sure,23,19.5,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3214.4824
12.1,-1.9214923633098824,172.1106,1,3,Non_Perishable,13,14.22,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3422.212
11.1,-2.0784675396060535,151.8366,3,1,Perishable,23,13.68,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1057.9562
9.5,-1.9744791059243818,190.9872,1,2,Non_Perishable,8,20.1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3025.3952
21.0,-2.176994583896019,193.0478,2,3,Not_Sure,11,9.19,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1549.9824
5.46,-1.7507666793697552,144.9786,1,3,Perishable,13,26.55,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2022.7004
16.35,-1.7384214929731423,225.3062,1,3,Perishable,25,13.78,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,677.1186
17.6,-2.6116598970975726,236.259,3,1,Non_Perishable,23,13.42,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4727.18
20.35,-2.5610409046363904,75.8328,1,2,Non_Perishable,8,3.73,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,154.4656
7.39,-1.8344578051528277,249.5066,2,3,Non_Perishable,11,33.76,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4267.1122
12.3,-1.7173546745972679,92.9804,1,3,Not_Sure,25,7.56,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,183.7608
9.195,-1.694834935890177,160.2578,3,1,Not_Sure,23,17.43,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4492.8184
17.1,-2.2960398281394037,166.2842,1,2,Non_Perishable,6,9.72,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4807.7418
13.0,-2.411117390904338,59.322,2,1,Non_Perishable,1,4.56,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,539.298
15.5,-2.372016202199237,107.2938,2,3,Non_Perishable,11,6.92,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2143.876
8.695,-1.6811766782349342,94.8094,2,1,Non_Perishable,1,10.9,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1428.141
11.5,-2.31277391859535,107.8254,2,1,Not_Sure,25,9.38,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1410.8302
7.5,-1.8129422196906995,55.3588,1,3,Non_Perishable,13,7.38,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1030.6584
7.485,-1.9987233662379082,112.1228,2,1,Not_Sure,1,14.98,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1105.228
9.8,-1.8488564164754366,194.3478,1,2,Not_Sure,8,19.83,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4649.9472
11.395,-2.5556124891965966,150.8708,1,2,Non_Perishable,8,13.24,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4363.6532
20.7,-2.4627985840887336,76.7354,1,2,Non_Perishable,6,3.71,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2482.7682
16.2,-2.661300954213832,96.3726,2,3,Non_Perishable,11,5.95,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2740.4328
19.2,-2.8587867821552995,225.9062,1,3,Not_Sure,25,11.77,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,451.4124
13.15,-2.108769636623108,144.2812,1,3,Non_Perishable,13,10.97,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1282.3308
21.25,-2.8512396551444787,182.3608,1,3,Perishable,13,8.58,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,551.2824
13.15,-2.573087963883629,84.3566,1,2,Perishable,8,6.41,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,761.0094
19.6,-2.2643243925230654,89.2514,1,2,Non_Perishable,8,4.55,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1416.8224
12.6,-1.8108555678334755,208.7612,1,2,Not_Sure,3,16.57,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5226.53
12.8,-1.9234852484849958,181.7608,1,2,Perishable,3,14.2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4961.5416
7.285,-2.1851116773312445,155.1288,1,2,Perishable,3,21.29,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1414.1592
13.1,-2.7809651046581907,190.253,1,2,Not_Sure,3,14.52,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4174.566
8.63,-2.371292264425057,114.6518,1,2,Not_Sure,8,13.29,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2846.295
10.195,-1.551039331014323,141.5838,1,2,Non_Perishable,3,13.89,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1685.8056
16.85,-2.084006944982701,110.0544,2,3,Not_Sure,11,6.53,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2572.6512
9.3,-2.436173150921352,193.0136,2,3,Non_Perishable,11,20.75,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4860.34
15.85,-1.7317933788975972,36.7506,2,1,Non_Perishable,1,2.32,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,531.3084
5.485,-2.247440426030901,163.7842,1,2,Non_Perishable,8,29.86,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1657.842
18.25,-2.778059083260434,162.8894,3,1,Perishable,23,8.93,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3397.5774
12.6,-1.8146533873058959,208.9612,3,1,Not_Sure,23,16.58,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4181.224
15.35,-1.462540944268339,197.8768,1,3,Non_Perishable,25,12.89,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197.0768
12.85,-1.7962072393419108,38.1164,1,2,Non_Perishable,8,2.97,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,656.4788
6.13,-1.9435451055995392,59.4536,1,2,Perishable,6,9.7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2021.3688
14.85,-2.061664859397536,159.1578,1,3,Perishable,25,10.72,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,160.4578
5.655,-1.438570403760312,145.0102,3,1,Non_Perishable,23,25.64,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1895.5326
11.1,-2.3499032888055122,119.1124,1,3,Non_Perishable,13,10.73,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1303.6364
11.6,-2.8581512145414467,223.0404,2,1,Not_Sure,1,19.23,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1125.202
16.0,-1.7948294869418637,87.0856,2,3,Non_Perishable,11,5.44,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,527.3136
12.15,-2.0560717592243,34.6532,2,3,Not_Sure,11,2.85,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,719.064
6.55,-2.347145034065857,158.8288,2,1,Perishable,1,24.25,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4399.6064
9.6,-2.336090497705353,244.417,1,3,Not_Sure,13,25.46,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1944.136
19.1,-2.013269898353132,43.0796,2,1,Non_Perishable,1,2.26,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,619.194
14.0,-2.4188265204719364,143.0786,3,1,Perishable,23,10.22,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3178.5292
14.85,-2.3404249925768466,160.9578,1,2,Perishable,6,10.84,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2246.4092
4.92,-2.2133340816873415,198.8084,3,1,Non_Perishable,23,40.41,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2976.126
13.5,-2.557735353678633,182.4976,1,2,Perishable,8,13.52,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1629.8784
15.7,-2.450248070267195,169.279,1,2,Non_Perishable,8,10.78,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3735.138
8.97,-1.8340204235018043,55.2956,1,2,Non_Perishable,6,6.16,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,873.5296
15.35,-1.9689455842660244,91.812,1,3,Non_Perishable,13,5.98,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1771.028
14.5,-2.268142862791422,41.2454,2,1,Non_Perishable,25,2.84,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1342.2528
16.75,-2.9060388978061904,72.5038,2,1,Perishable,25,4.33,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2512.7292
17.7,-1.6958044875976974,184.0266,1,2,Not_Sure,3,10.4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2397.5458
6.36,-3.021123457609337,163.3526,1,2,Non_Perishable,6,25.68,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2631.2416
18.25,-1.9581752299629211,225.3062,2,1,Non_Perishable,25,12.35,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4288.4178
16.0,-1.5081691685794243,142.9154,1,3,Perishable,25,8.93,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,141.8154
8.235,-1.9032630014554042,149.3076,1,3,Non_Perishable,13,18.13,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2808.3444
12.35,-2.259344495487764,34.8216,2,3,Non_Perishable,11,2.82,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,311.5944
18.0,-2.6911366423945213,158.9604,1,3,Non_Perishable,13,8.83,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1584.604
20.0,-2.098736712088426,43.1086,1,1,Non_Perishable,12,2.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.2172
6.055,-2.4858025924726803,159.692,2,1,Perishable,1,26.37,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5592.72
6.63,-1.4417405278088247,166.85,1,1,Non_Perishable,12,25.17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,499.35
11.1,-1.4369284437760954,158.9604,2,1,Non_Perishable,25,14.32,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4436.8912
8.3,-2.300522857026066,87.1198,2,1,Perishable,1,10.5,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,959.4178
20.25,-2.708165923735027,193.8162,3,1,Perishable,23,9.57,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3463.4916
8.6,-2.2774019571379283,191.453,2,3,Non_Perishable,11,22.26,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1707.777
19.5,-2.71931720943718,55.4614,1,2,Non_Perishable,3,2.84,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,552.614
5.095,-1.632607685170872,141.6838,1,2,Not_Sure,8,27.81,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3231.1274
11.0,-2.887738439574801,119.9756,1,2,Perishable,3,10.91,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1938.8096
18.25,-1.935431700433486,260.5962,2,3,Not_Sure,11,14.28,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3884.943
20.0,-2.3690634402395365,43.4086,2,1,Non_Perishable,1,2.17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,401.4774
20.1,-1.961593947609654,109.5228,2,1,Perishable,25,5.45,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3757.7752
6.11,-1.7772247282509237,131.4968,2,1,Perishable,25,21.52,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1565.9616
7.5,-2.3735938049028253,239.6906,1,2,Non_Perishable,3,31.96,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2614.5966
7.22,-2.2991594288379593,62.951,2,1,Non_Perishable,1,8.72,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1138.518
12.0,-2.580038533730574,98.6042,1,3,Perishable,13,8.22,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1091.2462
12.15,-2.250705387041476,123.5046,1,2,Non_Perishable,3,10.16,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1743.0644
11.6,-2.8576023618885964,223.1404,1,2,Not_Sure,3,19.24,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5175.9292
8.315,-2.336181833423921,144.4444,1,3,Non_Perishable,13,17.37,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2902.888
12.15,-2.2484729253391498,183.695,2,3,Perishable,11,15.12,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2929.52
5.905,-2.2154258752646556,222.1456,2,3,Non_Perishable,11,37.62,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5747.1856
8.575,-2.513262580438439,105.828,1,2,Non_Perishable,8,12.34,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,958.752
17.35,-1.5552798891796304,147.905,2,3,Perishable,11,8.52,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2247.075
18.6,-2.766649912017311,123.1414,1,2,Non_Perishable,6,6.62,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2314.9866
19.25,-1.7482445879787103,34.8558,2,1,Non_Perishable,25,1.81,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,441.4254
15.1,-1.8136601941336836,133.4942,1,2,Perishable,8,8.84,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1457.4362
7.435,-1.909616438432068,167.5158,2,1,Not_Sure,25,22.53,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4345.0108
7.825,-1.922850550233064,65.0826,1,2,Perishable,6,8.32,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1162.4868
9.17,-1.771578368123245,143.947,2,1,Non_Perishable,1,15.7,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2576.646
20.7,-1.4669271639329444,124.2388,1,1,Perishable,12,6.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,247.6776
12.1,-2.5772154455506158,146.6734,3,1,Not_Sure,23,12.12,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2227.101
13.65,-2.478230035701711,80.4302,2,3,Not_Sure,11,5.89,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,316.9208
8.38,-2.2021738561972812,111.857,2,3,Non_Perishable,11,13.35,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2966.139
19.75,-2.262473563123397,119.8466,2,1,Perishable,1,6.07,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2239.0854
8.67,-2.0305597420982706,142.9128,1,3,Non_Perishable,13,16.48,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013.3792
15.6,-1.9112692248260659,110.2544,1,2,Non_Perishable,8,7.07,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1789.6704
12.35,-1.9734219345736264,48.7692,2,1,Perishable,1,3.95,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,788.3072
17.7,-1.6983101728439889,182.4266,2,3,Not_Sure,11,10.31,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,5163.9448
12.5,-1.9633108960592245,87.9198,2,1,Non_Perishable,1,7.03,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1133.8574
20.2,-2.0788682990266376,129.1678,3,1,Perishable,23,6.39,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1017.3424
13.15,-1.8349098547231555,158.7604,1,2,Non_Perishable,8,12.07,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3010.7476
