Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_group,Item_Outlet_Sales
FDR04,7.075,Low Fat,0.022548195,Frozen Foods,95.7068,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,13.53,medium,583.2408
FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,7.01,medium,1981.4208
DRD15,10.6,Low Fat,0.095064731,Dairy,232.4642,OUT010,Small,Tier 3,Grocery Store,Perishable,DR,12,21.93,very_high,697.0926
FDB02,9.695,Regular,0.029283081,Canned,175.137,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,18.06,high,3705.177
NCS18,12.65,No_Fat,0.042383069,Household,108.0938,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,8.54,medium,1607.907
NCS30,5.945,No_Fat,0.155706798,Household,127.9652,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,21.52,medium,645.826
FDN15,17.5,Low Fat,0.016767995,Meat,141.418,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,8.08,high,1957.452
NCL31,7.39,No_Fat,0.120961347,Others,143.847,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,NC,3,19.47,high,4866.998
FDV31,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,18.16,high,176.437
FDF38,11.8,Regular,0.02633607,Canned,40.6138,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,3.44,low,406.138
DRK59,8.895,Low Fat,0.126287542,Hard Drinks,235.5616,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,DR,12,26.48,very_high,468.7232
DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,DR,11,15.84,high,2961.4784
FDW51,6.155,Regular,0.094201477,Meat,213.356,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,34.66,very_high,6817.792
FDN49,17.25,Regular,0.125224466,Breakfast,41.248,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,2.39,low,679.116
FDE20,11.35,Regular,0.005561798,Fruits and Vegetables,168.379,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,14.84,high,3225.801
FDV38,19.25,Low Fat,0.101980245,Dairy,54.3956,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,2.83,low,873.5296
FDH60,19.7,Regular,0.081193712,Baking Goods,198.411,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,10.07,high,2553.343
NCD55,14.0,No_Fat,0.024369007,Household,40.2454,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,2.87,low,922.7988
FDU13,8.355,Low Fat,0.188619537,Canned,146.4418,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,17.53,high,3089.9778
FDZ07,15.1,Regular,0.094037291,Fruits and Vegetables,62.3194,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,4.13,low,495.3552
FDY13,12.1,Low Fat,0.030188505,Canned,77.367,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,6.39,medium,612.536
FDP56,8.185,Low Fat,0.046578409,Fruits and Vegetables,48.6692,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,5.95,low,1182.4608
DRA59,8.27,Regular,0.223985293,Soft Drinks,186.2924,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,DR,25,22.53,high,555.2772
FDY40,15.5,Regular,0.085763562,Frozen Foods,49.0692,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,3.17,low,295.6152
FDW40,14.0,Regular,0.105145451,Frozen Foods,144.2812,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,10.31,high,4844.3608
NCW17,18.0,No_Fat,0.019382568,Health and Hygiene,129.3994,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,7.19,medium,3340.9844
DRN37,9.6,Low Fat,0.09086047280000001,Soft Drinks,166.5158,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,DR,11,17.35,high,3509.4318
FDZ19,6.425,Low Fat,0.093002339,Fruits and Vegetables,177.7712,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,27.67,high,4921.5936
FDW34,9.6,Low Fat,0.035549527,Snack Foods,244.117,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,25.43,very_high,5346.374
FDC28,7.905,Low Fat,0.054720642,Frozen Foods,107.8254,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,13.64,medium,2387.5588
FDB29,16.7,Regular,0.052708138,Frozen Foods,114.7176,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,6.87,medium,2404.8696
FDE26,9.3,Low Fat,0.089144149,Canned,144.9786,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,15.59,high,1011.3502
FDG45,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,26.05,very_high,6371.706
NCC18,19.1,No_Fat,0.178272728,Household,172.4422,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,9.03,high,1551.9798
NCU54,8.88,No_Fat,0.099024124,Household,208.527,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,23.48,very_high,3145.905
FDF26,6.825,Regular,0.046898544,Canned,153.7998,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,22.53,high,922.7988
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,6,16.94,high,3475.476
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,13.97,medium,2527.3768
NCP06,20.7,No_Fat,0.039467795,Household,151.7366,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,7.33,high,604.5464
FDN25,7.895,Regular,0.061270647,Breakfast,56.7588,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,7.19,low,343.5528
NCH42,6.86,No_Fat,0.036686158,Household,229.601,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,33.47,very_high,2526.711
FDO46,9.6,Regular,0.014200671,Snack Foods,187.1872,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,19.5,high,3214.4824
NCG54,12.1,No_Fat,0.079806266,Household,172.1106,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,14.22,high,3422.212
FDU07,11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8366,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,13.68,high,1057.9562
DRJ11,9.5,Low Fat,0.07255022477777778,Hard Drinks,190.9872,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,20.1,high,3025.3952
FDH10,21.0,Low Fat,0.049381666,Snack Foods,193.0478,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,9.19,high,1549.9824
FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,26.55,high,2022.7004
FDY56,16.35,Regular,0.109274313,Fruits and Vegetables,225.3062,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,13.78,very_high,677.1186
NCQ53,17.6,No_Fat,0.018889593,Health and Hygiene,236.259,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,NC,23,13.42,very_high,4727.18
NCN54,20.35,No_Fat,0.021369722,Household,75.8328,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,3.73,medium,154.4656
NCC43,7.39,No_Fat,0.092927148,Household,249.5066,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,33.76,very_high,4267.1122
FDB35,12.3,Regular,0.113139486,Starchy Foods,92.9804,OUT019,Small,Tier 1,Grocery Store,Not_Sure,FD,25,7.56,medium,183.7608
FDX33,9.195,Regular,0.117387066,Snack Foods,160.2578,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,17.43,high,4492.8184
NCT06,17.1,No_Fat,0.038730229,Household,166.2842,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,9.72,high,4807.7418
FDM50,13.0,Regular,0.030211742,Canned,59.322,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,4.56,low,539.298
FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,6.92,medium,2143.876
NCT54,8.695,No_Fat,0.120022543,Household,94.8094,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,10.9,medium,1428.141
FDG34,11.5,Regular,0.037388493,Snack Foods,107.8254,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,9.38,medium,1410.8302
NCW54,7.5,No_Fat,0.096413261,Household,55.3588,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,7.38,low,1030.6584
FDZ46,7.485,Low Fat,0.069405301,Snack Foods,112.1228,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,14.98,medium,1105.228
NCK19,9.8,No_Fat,0.090649107,Others,194.3478,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,NC,8,19.83,high,4649.9472
NCQ05,11.395,No_Fat,0.021649904,Health and Hygiene,150.8708,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,13.24,high,4363.6532
NCE54,20.7,No_Fat,0.02689477,Household,76.7354,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,3.71,medium,2482.7682
FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,5.95,medium,2740.4328
FDB23,19.2,Regular,0.00978492,Starchy Foods,225.9062,OUT019,Small,Tier 1,Grocery Store,Not_Sure,FD,25,11.77,very_high,451.4124
DRL49,13.15,Low Fat,0.056429024,Soft Drinks,144.2812,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,DR,13,10.97,high,1282.3308
FDT03,21.25,Low Fat,0.009998763,Meat,182.3608,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,8.58,high,551.2824
FDW59,13.15,Low Fat,0.020757926,Breads,84.3566,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,6.41,medium,761.0094
NCB18,19.6,No_Fat,0.041374909,Household,89.2514,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,4.55,medium,1416.8224
FDI22,12.6,Low Fat,0.096756649,Snack Foods,208.7612,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,16.57,very_high,5226.53
FDZ50,12.8,Regular,0.079523619,Dairy,181.7608,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,14.2,high,4961.5416
FDS14,7.285,Low Fat,0.048590783,Dairy,155.1288,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,21.29,high,1414.1592
NCN19,13.1,No_Fat,0.012167988,Others,190.253,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,NC,3,14.52,high,4174.566
FDG46,8.63,Regular,0.032976399,Snack Foods,114.6518,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,13.29,medium,2846.295
FDS04,10.195,Regular,0.147492524,Frozen Foods,141.5838,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,13.89,high,1685.8056
FDM58,16.85,Regular,0.059170157333333334,Snack Foods,110.0544,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,6.53,medium,2572.6512
FDB60,9.3,Low Fat,0.028566433,Baking Goods,193.0136,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,20.75,high,4860.34
FDH28,15.85,Regular,0.110479217,Frozen Foods,36.7506,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,2.32,low,531.3084
NCU53,5.485,No_Fat,0.042838514,Health and Hygiene,163.7842,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,29.86,high,1657.842
FDL44,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,8.93,high,3397.5774
FDI22,12.6,Low Fat,0.096132367,Snack Foods,208.9612,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,16.58,very_high,4181.224
DRM37,15.35,Low Fat,0.168780127,Soft Drinks,197.8768,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,DR,25,12.89,high,197.0768
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,2.97,low,656.4788
DRG15,6.13,Low Fat,0.076721393,Dairy,59.4536,OUT035,Small,Tier 2,Supermarket Type1,Perishable,DR,6,9.7,low,2021.3688
FDV19,14.85,Regular,0.06173052,Fruits and Vegetables,159.1578,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,10.72,high,160.4578
DRF01,5.655,Low Fat,0.174934513,Soft Drinks,145.0102,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,DR,23,25.64,high,1895.5326
NCV54,11.1,No_Fat,0.0345396278,Household,119.1124,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,10.73,medium,1303.6364
FDO21,11.6,Regular,0.009802791,Snack Foods,223.0404,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,19.23,very_high,1125.202
FDA40,16.0,Regular,0.09942555,Frozen Foods,87.0856,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,5.44,medium,527.3136
FDE59,12.15,Low Fat,0.062384659,Starchy Foods,34.6532,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,2.85,low,719.064
FDX47,6.55,Regular,0.034745307,Breads,158.8288,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,24.25,high,4399.6064
FDW34,9.6,Low Fat,0.035579135,Snack Foods,244.417,OUT046,Small,Tier 1,Supermarket Type1,Not_Sure,FD,13,25.46,very_high,1944.136
NCM30,19.1,No_Fat,0.067569539,Household,43.0796,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,NC,1,2.26,low,619.194
FDA02,14.0,Regular,0.029697925,Dairy,143.0786,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,10.22,high,3178.5292
FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,10.84,high,2246.4092
FDT48,4.92,Low Fat,0.045916788,Baking Goods,198.8084,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,40.41,high,2976.126
FDD09,13.5,Low Fat,0.021539999,Fruits and Vegetables,182.4976,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,13.52,high,1629.8784
FDZ25,15.7,Regular,0.027673055,Canned,169.279,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,10.78,high,3735.138
NCE19,8.97,No_Fat,0.092997032,Household,55.2956,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,6.16,low,873.5296
DRE25,15.35,Low Fat,0.073283193,Soft Drinks,91.812,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,DR,13,5.98,medium,1771.028
FDC14,14.5,Regular,0.041049322,Canned,41.2454,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,2.84,low,1342.2528
FDO15,16.75,Regular,0.008525061,Meat,72.5038,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,4.33,medium,2512.7292
FDC46,17.7,Low Fat,0.117201696,Snack Foods,184.0266,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,10.4,high,2397.5458
NCX42,6.36,No_Fat,0.005977465,Household,163.3526,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,25.68,high,2631.2416
FDK52,18.25,Low Fat,0.0747262132,Frozen Foods,225.3062,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,12.35,very_high,4288.4178
FDD04,16.0,Low Fat,0.157528118,Dairy,142.9154,OUT019,Small,Tier 1,Grocery Store,Perishable,FD,25,8.93,high,141.8154
FDF12,8.235,Low Fat,0.082427854,Baking Goods,149.3076,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,18.13,high,2808.3444
NCL41,12.35,No_Fat,0.041802518,Health and Hygiene,34.8216,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,NC,11,2.82,low,311.5944
NCW41,18.0,No_Fat,0.015450376,Health and Hygiene,158.9604,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,NC,13,8.83,high,1584.604
FDO60,20.0,Low Fat,0.057527544,Baking Goods,43.1086,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,2.16,low,89.2172
FDZ55,6.055,Low Fat,0.025512207,Fruits and Vegetables,159.692,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,26.37,high,5592.72
FDZ59,6.63,Regular,0.174110803,Baking Goods,166.85,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,FD,12,25.17,high,499.35
FDO24,11.1,Low Fat,0.175362333,Baking Goods,158.9604,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,14.32,high,4436.8912
FDW14,8.3,Regular,0.038367194,Dairy,87.1198,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,10.5,medium,959.4178
FDD40,20.25,Regular,0.014781046,Dairy,193.8162,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,9.57,high,3463.4916
FDJ38,8.6,Regular,0.040268044,Canned,191.453,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,22.26,high,1707.777
NCO54,19.5,No_Fat,0.014355033,Household,55.4614,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,3,2.84,low,552.614
FDJ10,5.095,Regular,0.129766301,Snack Foods,141.6838,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,27.81,high,3231.1274
FDK27,11.0,Low Fat,0.008997141,Meat,119.9756,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,10.91,medium,1938.8096
FDR09,18.25,Low Fat,0.07784544,Snack Foods,260.5962,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,14.28,very_high,3884.943
FDO60,20.0,Low Fat,0.03313669422222223,Baking Goods,43.4086,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,2.17,low,401.4774
FDX50,20.1,Low Fat,0.074265816,Dairy,109.5228,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,5.45,medium,3757.7752
FDR44,6.11,Regular,0.102422487,Fruits and Vegetables,131.4968,OUT027,Medium,Tier 3,Supermarket Type3,Perishable,FD,25,21.52,medium,1565.9616
FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,31.96,very_high,2614.5966
FDI60,7.22,Regular,0.038477325,Baking Goods,62.951,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,8.72,low,1138.518
FDH31,12.0,Regular,0.020411155,Meat,98.6042,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,8.22,medium,1091.2462
FDL50,12.15,Regular,0.042552418,Canned,123.5046,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,10.16,medium,1743.0644
FDO21,11.6,Regular,0.009818244,Snack Foods,223.1404,OUT017,Small,Tier 2,Supermarket Type1,Not_Sure,FD,3,19.24,very_high,5175.9292
FDW12,8.315,Regular,0.035572183,Baking Goods,144.4444,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,17.37,high,2902.888
FDT15,12.15,Regular,0.04274788,Meat,183.695,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,15.12,high,2929.52
FDV25,5.905,Low Fat,0.04572322,Canned,222.1456,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,37.62,very_high,5747.1856
DRH13,8.575,Low Fat,0.023934398,Soft Drinks,105.828,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,DR,8,12.34,medium,958.752
FDG21,17.35,Regular,0.146527359,Seafood,147.905,OUT049,Medium,Tier 1,Supermarket Type1,Perishable,FD,11,8.52,high,2247.075
NCI55,18.6,No_Fat,0.012651172,Household,123.1414,OUT035,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,6,6.62,medium,2314.9866
NCO06,19.25,No_Fat,0.107507291,Household,34.8558,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,1.81,low,441.4254
FDR27,15.1,Regular,0.096295326,Meat,133.4942,OUT045,Small,Tier 2,Supermarket Type1,Perishable,FD,8,8.84,medium,1457.4362
FDA22,7.435,Low Fat,0.08150672511111111,Starchy Foods,167.5158,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,22.53,high,4345.0108
FDS03,7.825,Low Fat,0.079613553,Meat,65.0826,OUT035,Small,Tier 2,Supermarket Type1,Perishable,FD,6,8.32,low,1162.4868
FDZ12,9.17,Low Fat,0.103398309,Baking Goods,143.947,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,15.7,high,2576.646
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,OUT010,Small,Tier 3,Grocery Store,Perishable,FD,12,6.0,medium,247.6776
FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.6734,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,12.12,high,2227.101
FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,5.89,medium,316.9208
FDS36,8.38,Regular,0.046960237,Baking Goods,111.857,OUT049,Medium,Tier 1,Supermarket Type1,Non_Perishable,FD,11,13.35,medium,2966.139
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,6.07,medium,2239.0854
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,DR,13,16.48,high,2013.3792
FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.2544,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,8,7.07,medium,1789.6704
FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,Medium,Tier 3,Supermarket Type2,Perishable,FD,1,3.95,low,788.3072
FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4266,OUT049,Medium,Tier 1,Supermarket Type1,Not_Sure,FD,11,10.31,high,5163.9448
FDM02,12.5,Regular,0.074035423,Canned,87.9198,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,7.03,medium,1133.8574
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,6.39,medium,1017.3424
NCH07,13.15,No_Fat,0.092854963,Household,158.7604,OUT045,Small,Tier 2,Supermarket Type1,Non_Perishable,NC,8,12.07,high,3010.7476
FDL28,10.0,Regular,0.0553365575,Frozen Foods,230.0668,OUT019,Small,Tier 1,Grocery Store,Non_Perishable,FD,25,23.01,very_high,691.1004
FDJ46,11.1,Low Fat,0.044606379,Snack Foods,174.2054,OUT027,Medium,Tier 3,Supermarket Type3,Not_Sure,FD,25,15.69,high,4377.635
FDQ34,10.85,Low Fat,0.162107603,Snack Foods,106.3622,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,9.8,medium,2117.244
NCD42,16.5,No_Fat,0.012305277333333333,Health and Hygiene,37.3506,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,NC,25,2.26,low,1024.6662
FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,9.41,high,2013.3792
FDX60,14.35,Low Fat,0.081050006,Baking Goods,79.196,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,5.52,medium,1278.336
FDZ28,20.0,Regular,0.051783761,Frozen Foods,125.8678,OUT017,Small,Tier 2,Supermarket Type1,Non_Perishable,FD,3,6.29,medium,3433.5306
FDT36,12.3,Low Fat,0.0966094465,Baking Goods,37.2874,OUT013,High,Tier 3,Supermarket Type1,Non_Perishable,FD,23,3.03,low,705.748
FDL24,10.3,Regular,0.024998007,Baking Goods,174.4422,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,16.94,high,3448.844
FDJ58,15.6,Regular,0.105208448,Snack Foods,170.5764,OUT013,High,Tier 3,Supermarket Type1,Not_Sure,FD,23,10.93,high,4466.1864
FDY12,9.8,Regular,0.14118383,Baking Goods,50.5008,OUT018,Medium,Tier 3,Supermarket Type2,Non_Perishable,FD,1,5.15,low,253.004
FDP58,11.1,Low Fat,0.135692831,Snack Foods,220.0482,OUT018,Medium,Tier 3,Supermarket Type2,Not_Sure,FD,1,19.82,very_high,2628.5784
FDC41,15.6,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,4.93,medium,2526.711
FDY07,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,3.97,low,413.4618
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,OUT017,Small,Tier 2,Supermarket Type1,Perishable,FD,3,15.46,medium,3064.0116
FDJ53,10.5,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,Medium,Tier 3,Supermarket Type3,Non_Perishable,FD,25,11.57,medium,2410.196
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,Small,Tier 1,Supermarket Type1,Non_Perishable,FD,13,2.55,low,623.1888
FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,27.3,high,2988.1104
FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,5.06,medium,940.7754
NCF54,18.0,No_Fat,0.079299474,Household,170.5422,OUT010,Small,Tier 3,Grocery Store,Non_Perishable,NC,12,9.47,high,344.8844
FDX21,7.05,Low Fat,0.085138334,Snack Foods,108.6912,OUT045,Small,Tier 2,Supermarket Type1,Not_Sure,FD,8,15.42,medium,1310.2944
FDA50,16.25,Low Fat,0.087175137,Dairy,98.341,OUT046,Small,Tier 1,Supermarket Type1,Perishable,FD,13,6.05,medium,1351.574
DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,Small,Tier 2,Supermarket Type1,Perishable,DR,3,3.61,medium,2143.876
FDA38,5.44,Low Fat,0.025458716,Dairy,241.2538,OUT013,High,Tier 3,Supermarket Type1,Perishable,FD,23,44.35,very_high,3124.5994
