Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Price_per_Unitwt,Item_Outlet_Sales,Item_type_Perishable,Fat_content_No_Fat,Fat_content_Regular,Out_ID_OUT013,Out_ID_OUT017,Out_ID_OUT018,Out_ID_OUT019,Out_ID_OUT027,Out_ID_OUT035,Out_ID_OUT045,Out_ID_OUT046,Out_ID_OUT049,OutletType_SupermarketType1,OutletType_SupermarketType2,OutletType_SupermarketType3,MRP_Cluster_1,MRP_Cluster_2,MRP_Cluster_3,Item_cat_FD,Item_cat_NC
NCZ18,7.825,0.186825823,253.5698,2,1,1,32.41,3805.047,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
FDF22,6.865,0.09512291,212.3218,1,1,12,30.93,427.4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FDD17,7.5,0.03269312,238.7906,1,2,8,31.84,4040.7402,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
DRD37,9.8,0.013841737,45.206,1,3,13,4.61,1211.756,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
FDC08,19.0,0.103449993,225.472,1,3,13,11.87,3169.208,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDU57,8.27,0.089554186,150.8708,1,3,13,18.24,2407.5328,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDZ58,17.85,0.052257982,121.8072,2,3,11,6.82,2450.144,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDY01,11.8,0.170251293,116.4834,1,2,6,9.87,1958.1178,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDG09,20.6,0.048131556,187.1556,2,1,1,9.09,4693.89,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
NCE54,20.7,0.026899856,73.9354,1,3,13,3.57,677.1186,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
FDB34,15.25,0.026663778,87.0198,1,2,8,5.71,2442.1544,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDT24,12.35,0.15872563522222224,76.2328,1,3,13,6.17,1544.656,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDZ08,12.5,0.109900843,83.0592,3,1,23,6.64,743.0328,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
NCI54,15.2,0.033651278,108.9912,2,3,11,7.17,1965.4416,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
FDU34,18.25,0.075311837,122.6046,2,3,11,6.72,2988.1104,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDP23,6.71,0.0371275816,218.9166,3,1,23,32.63,2394.8826,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
NCV29,11.8,0.039996021,176.7686,1,3,25,14.98,888.843,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
FDG10,6.63,0.010886324,57.2588,2,1,25,8.64,801.6232,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
FDZ56,16.25,0.04506213,167.5474,1,3,25,10.31,1010.6844,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
NCL41,12.35,0.041729735,36.3216,1,2,6,2.94,276.9728,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
FDM39,6.42,0.053426165,178.7002,3,1,23,27.83,4477.505,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCZ54,14.65,0.083488992,161.3552,2,3,11,11.01,7148.0288,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
FDT59,13.65,0.0165965151,229.4668,2,3,11,16.81,4837.7028,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FDV20,20.2,0.060045008,128.3678,2,1,1,6.35,1398.8458,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
NCE43,12.5,0.10402738,172.2448,1,2,3,13.78,1874.8928,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDP15,15.2,0.083536071,255.433,2,1,25,16.8,9227.988,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
FDO16,5.48,0.015169739,82.225,2,1,1,15.0,2247.075,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
NCP41,16.6,0.028382853,109.4596,1,3,25,6.59,647.1576,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DRD01,12.1,0.061299601,56.2614,1,2,8,4.65,552.614,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDM56,16.7,0.070588621,107.9912,1,2,3,6.47,1419.4856,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDS22,16.85,0.023201357,45.9428,1,2,8,2.73,307.5996,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
FDX20,7.365,0.042626422,227.072,2,3,11,30.83,4074.696,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FDE34,9.195,0.108501676,183.6634,1,2,3,19.97,2362.9242,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDV50,14.3,0.122571209,122.373,1,3,13,8.56,985.384,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
NCU17,5.32,0.093408695,101.2674,1,2,3,19.04,2241.0828,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
NCP53,14.75,0.032731074,235.6906,2,1,25,15.98,5704.5744,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
FDW09,13.65,0.043386131,80.2302,1,1,12,5.88,79.2302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FDW55,12.6,0.021969896,248.6092,1,3,13,19.73,3237.1196,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
NCE31,7.67,0.183948465,33.6216,2,1,25,4.38,934.7832,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
FDO49,10.6,0.033052168,49.7008,1,3,13,4.69,961.4152,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
FDH34,8.63,0.054443762,184.6582,1,3,25,21.4,185.7582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDJ38,8.6,0.040172077,188.553,3,1,23,21.92,3795.06,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
FDG32,19.85,0.175995526,224.0772,1,3,13,11.29,1556.6404,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
DRQ35,9.3,0.042530668,125.5388,1,2,3,13.5,2848.2924,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
FDK25,11.6,0.274592283,167.8474,1,3,25,14.47,336.8948,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
FDD58,7.76,0.059594017,99.67,2,1,1,12.84,1897.53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDB15,10.895,0.136784873,265.2568,1,2,6,24.35,4218.5088,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
DRF60,10.8,0.04558210075,238.1564,2,1,1,22.05,5243.8408,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FDH04,6.115,0.019912606,91.0488,1,3,25,14.89,271.6464,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
FDM04,9.195,0.04719387,52.8666,2,3,11,5.75,1384.1982,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FDO58,19.6,0.039638705,166.0526,2,3,11,8.47,3124.5994,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDQ24,15.7,0.074083388,253.3724,1,2,3,16.14,6795.1548,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
DRP35,18.85,0.091051579,127.4336,1,2,8,6.76,894.8352,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
DRI47,14.7,0.02090277,144.5128,3,1,23,9.83,3307.6944,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
FDF35,15.0,0.153861181,108.5938,3,1,23,7.24,1393.5194,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDP31,21.1,0.161504957,65.0168,1,3,13,3.08,639.168,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
FDQ52,17.0,0.119871307,248.3434,2,1,1,14.61,6208.585,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
FDM12,16.7,0.069903773,188.6214,1,2,6,11.29,565.2642,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
NCS42,8.6,0.069416467,92.5146,1,3,13,10.76,2006.7212,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
FDO31,6.76,0.02914662,79.296,1,2,3,11.73,1118.544,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDU19,8.77,0.046771477,173.9422,1,3,13,19.83,3103.9596,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
NCE19,8.97,0.092564193,53.4956,2,1,25,5.96,2129.2284,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
FDR16,5.845,0.104998144,213.2218,1,2,6,36.48,7266.5412,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
FDF56,16.7,0.119704498,181.9976,1,2,8,10.9,5432.928,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
DRJ59,11.65,0.03242518,38.8164,1,1,12,3.33,77.2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH16,10.5,0.052300844,88.283,2,1,25,8.41,2157.192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDI28,14.3,0.026362624,78.3302,2,3,11,5.48,1267.6832,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDC58,10.195000000000002,0.031510547374999996,45.7428,2,1,25,4.49,615.1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
FDU13,8.355,0.187558629,148.0418,1,3,13,17.72,1471.418,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDX58,13.15,0.04376368,183.095,1,3,13,13.92,1830.95,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDU16,19.25,0.051030204,82.5908,1,2,8,4.29,922.7988,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
FDX35,5.035,0.080072603,228.2036,1,2,8,45.32,2504.7396,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDL21,15.85,0.007146415,41.048,1,3,13,2.59,798.96,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
DRM37,15.35,0.096317593,197.3768,3,1,23,12.86,3350.3056,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
FDR35,12.5,0.020729902,197.2742,2,3,11,15.78,3782.4098,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDW32,18.35,0.15783357,87.5882,1,1,12,4.77,171.7764,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FDY34,10.5,0.010928678,167.0842,2,1,25,15.91,6465.5838,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDQ44,20.5,0.036110222,120.1756,3,1,23,5.86,2059.9852,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
DRD24,13.85,0.030842963,143.1154,2,3,11,10.33,2552.6772,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
DRE12,4.59,0.061980949874999997,111.186,1,2,8,24.22,1245.046,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
NCX29,10.0,0.089078338,147.1102,3,1,23,14.71,2916.204,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
FDS07,12.35,0.100164204,113.6518,2,1,1,9.2,1593.9252,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDI27,8.71,0.045763623,43.8744,2,1,25,5.04,1222.4088,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
FDL02,20.0,0.10399676,107.4622,3,1,23,5.37,1587.933,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDN58,13.8,0.057104066,232.6984,2,1,1,16.86,1390.1904,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
DRK12,9.5,0.041971264,33.39,1,2,8,3.51,732.38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDC60,5.425,0.114472403,88.3514,1,3,13,16.29,2833.6448,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDV45,16.75,0.045117476,187.9556,2,3,11,11.22,2440.8228,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDB23,19.2,0.0058289598,223.8062,1,2,8,11.66,5642.655,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
NCA29,10.5,0.02727641,171.3106,1,3,13,16.32,3593.3226,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDO20,12.85,0.152747503,252.0382,2,1,1,19.61,4037.4112,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
NCH55,16.35,0.060706749,127.502,1,3,25,7.8,379.506,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
FDO32,6.36,0.120788077,45.706,1,2,8,7.19,838.908,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
FDS59,14.8,0.076851759,111.857,1,3,25,7.56,109.857,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
FDR59,14.5,0.063810405,263.2594,3,1,23,18.16,2878.2534,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDS55,7.02,0.081328781,150.0734,1,2,8,21.38,4454.202,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDT21,7.42,0.020387989,247.1092,1,2,6,33.3,4233.1564,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
NCR38,17.25,0.113518466,253.5724,1,3,13,14.7,5033.448,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
FDJ22,18.75,0.052917345,190.6504,1,2,8,10.17,1342.2528,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDB57,20.25,0.018911474,220.5772,1,2,3,10.89,2446.1492,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDR52,12.65,0.075981306,192.3846,3,1,23,15.21,1910.846,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCO41,12.5,0.018848862,96.7384,1,3,13,7.74,2167.8448,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
FDG47,12.8,0.116527666,261.4252,1,1,12,20.42,262.3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FDB44,6.655,0.016347536555555556,212.4586,1,2,3,31.92,2743.7618,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
FDY14,10.3,0.070040195,263.0226,1,3,13,25.54,4229.1616,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
NCN55,14.6,0.059827007,239.2538,1,2,3,16.39,3605.307,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
FDV48,9.195,0.051827123,77.4644,2,1,1,8.42,1414.1592,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDA21,13.65,0.03595391,185.2924,1,2,6,13.57,3146.5708,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDZ27,7.935,0.017182935,51.235,2,3,11,6.46,848.895,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FDW58,20.75,0.007546808,104.1622,3,1,23,5.02,1693.7952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
FDH45,15.1,0.105831117,41.6796,2,3,11,2.76,784.3124,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
FDH38,6.425,0.018275994,115.2808,1,3,25,17.94,117.1808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
FDL43,10.1,0.027064381,76.367,1,3,13,7.56,765.67,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDD38,16.75,0.0085496723,100.3674,2,1,25,5.99,1833.6132,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
FDV02,16.75,0.06063976,173.0106,2,3,11,10.33,3593.3226,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
NCF31,9.13,0.051847425,152.8024,1,3,13,16.74,1214.4192,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
NCN05,8.235,0.014518575,182.195,2,1,1,22.12,2380.235,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
FDZ16,16.85,0.159722816,194.1478,3,1,23,11.52,5812.434,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCT18,14.6,0.05911748,181.5976,2,1,25,12.44,4165.2448,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
NCP50,17.35,0.020555958,79.4618,1,2,6,4.58,1772.3596,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDW13,8.5,0.171383506,50.5324,1,3,25,5.94,207.7296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NCS53,14.5,0.090286009,159.9604,1,2,3,11.03,2218.4456,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DRG03,14.5,0.061986574,153.0998,1,3,13,10.56,4921.5936,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
DRE60,9.395,0.160235723,227.872,1,2,3,24.25,1584.604,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
FDK21,7.905,0.010032624,248.3408,1,2,8,31.42,751.0224,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDF52,9.3,0.116928924,183.3292,1,3,25,19.71,364.8584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
NCN43,12.15,0.011835436,121.373,1,3,25,9.99,246.346,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
FDW13,8.5,0.097884718,52.5324,1,3,13,6.18,1194.4452,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
FDW14,8.3,0.038204311,87.7198,1,2,6,10.57,1831.6158,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDG24,7.975,0.014631149,84.525,1,3,13,10.6,416.125,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
FDR19,13.5,0.160044589,145.4102,1,2,8,10.77,3499.4448,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
NCG06,16.35,0.02930277,256.1646,2,1,25,15.67,5926.2858,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
FDK10,5.785,0.040351229,181.366,1,2,6,31.35,1977.426,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
DRK12,9.5,0.042123243,32.09,1,2,3,3.38,432.77,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDY55,16.75,0.081485126,258.0988,1,2,8,15.41,8994.958,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDV04,7.825,0.149288779,158.4288,2,1,25,20.25,2985.4472,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
FDE23,17.6,0.04539339177777778,46.006,1,3,13,2.61,326.242,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
FDI08,18.2,0.066567121,250.2092,2,1,1,13.75,2988.1104,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
DRA12,11.6,0.068535039,143.0154,1,1,12,12.33,283.6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FDF22,6.865,0.057062186,212.0218,2,1,1,30.88,2350.9398,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
FDQ57,7.275,0.027991093,145.976,2,3,11,20.07,3515.424,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FDP07,18.2,0.089901774,197.511,1,3,13,10.85,392.822,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
DRE37,13.5,0.09169146077777778,189.1872,1,2,6,14.01,1890.872,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
DRF25,9.0,0.038892859,36.119,3,1,23,4.01,1098.57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DRF03,19.1,0.045270426,38.8138,3,1,23,2.03,731.0484,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FDN51,17.85,0.020942867,260.2936,1,2,6,14.58,4175.8976,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
FDD21,10.3,0.030693756,114.2176,2,1,1,11.09,2175.8344,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
NCY42,6.38,0.015162573,145.147,1,3,13,22.75,3006.087,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
FDH28,15.85,0.11483888260000001,37.0506,2,1,25,2.34,986.7156,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
NCZ29,15.0,0.119461188,126.3362,1,1,12,8.42,503.3448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
FDN60,15.1,0.095158081,159.2604,1,3,13,10.55,2852.2872,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
NCW06,16.2,0.050545502,191.6162,2,1,1,11.83,1731.7458,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
NCS30,5.945,0.093405156,129.3652,2,1,1,21.76,4391.6168,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
FDW26,11.8,0.179191782,224.2772,1,1,12,19.01,667.1316,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FDQ01,19.7,0.160951491,256.1014,2,3,11,13.0,3060.0168,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FDH27,7.075,0.102157958,145.0128,1,3,25,20.5,143.8128,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
NCX41,19.0,0.017791458,211.9244,2,1,1,11.15,2117.244,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
FDH58,12.3,0.036997104,115.9834,2,3,11,9.43,2073.3012,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
DRB25,12.3,0.116261335,107.0938,1,1,12,8.71,214.3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FDG45,8.1,0.12829573,210.4902,1,2,8,25.99,5309.755,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
FDP11,15.85,0.069100548,216.6166,1,3,13,13.67,4136.6154,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
FDV19,14.85,0.035257037,161.2578,1,3,13,10.86,4171.9028,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
FDT32,19.0,0.065633934,186.5214,1,3,13,9.82,2261.0568,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
NCU53,5.485,0.042743728,166.2842,1,2,6,30.32,1989.4104,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
NCA30,19.0,0.129309277,188.8872,1,2,6,9.94,3592.6568,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDH20,16.1,0.02404980188888889,98.441,1,2,3,6.11,868.869,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
DRD25,6.135,0.08238455419999999,114.286,1,3,13,18.63,2376.906,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
FDK25,11.6,0.156802171,168.0474,1,2,6,14.49,4379.6324,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDF02,16.2,0.103634038,101.399,2,3,11,6.26,1031.99,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
FDC04,15.6,0.045055587,242.3854,2,3,11,15.54,2416.854,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
FDH21,10.395,0.031199028,159.4604,3,1,23,15.34,316.9208,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
DRG03,14.5,0.062239081,154.2998,2,1,1,10.64,1691.7978,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
NCY06,15.25,0.06153089,132.2968,1,2,3,8.68,1696.4584,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
FDM08,10.1,0.053692878,222.9088,1,2,8,22.07,5145.3024,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
NCD31,12.1,0.01545846,166.0526,2,3,11,13.72,3617.9572,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
FDU09,7.71,0.06627464,54.1956,2,1,25,7.03,3002.758,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
FDB49,8.3,0.030274175,98.5384,2,1,1,11.87,1872.2296,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
FDQ58,7.315,0.015332872,154.034,1,2,8,21.06,612.536,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
FDJ58,15.6,0.10589167,172.6764,1,2,3,11.07,2920.1988,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
NCN30,16.35,0.016910914,96.641,2,1,25,5.91,1544.656,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
FDA52,16.2,0.128621941,175.537,2,3,11,10.84,3528.74,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
