Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New,Item_Category,Outlet_Years,Price_per_Unitwt,MRP_Bin
FDN50,16.85,Regular,0.026497757,Canned,93.012,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,5.52,medium
NCG06,16.35,No_Fat,0.02949114,Household,256.7646,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,15.7,very_high
NCY17,18.2,No_Fat,0.163760524,Health and Hygiene,45.0086,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,NC,1,2.47,low
FDC23,18.0,Low Fat,0.017906203,Starchy Foods,178.7686,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,9.93,high
FDK33,17.85,Low Fat,0.011252718,Snack Foods,212.256,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,FD,11,11.89,very_high
FDR03,15.7,Regular,0.008749518,Meat,208.198,OUT049,Medium,Tier 1,Supermarket Type1,,Perishable,FD,11,13.26,very_high
FDZ07,15.1,Regular,0.094081729,Fruits and Vegetables,63.1194,OUT045,Small,Tier 2,Supermarket Type1,,Perishable,FD,8,4.18,low
FDO38,17.25,Low Fat,0.072778438,Canned,78.4986,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,4.55,medium
FDS59,14.8,Regular,0.043893446,Breads,108.157,OUT046,Small,Tier 1,Supermarket Type1,,Perishable,FD,13,7.31,medium
DRM11,6.57,Low Fat,0.115679302,Hard Drinks,260.1278,OUT019,Small,Tier 1,Grocery Store,,Non_Perishable,DR,25,39.59,very_high
FDX52,11.5,Regular,0.041799167,Frozen Foods,194.382,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,16.9,high
DRJ35,10.1,Low Fat,0.046774318,Hard Drinks,59.3878,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,DR,1,5.88,low
NCP53,14.75,No_Fat,0.032890347,Health and Hygiene,239.3906,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,NC,13,16.23,very_high
FDW15,15.35,Regular,0.096496792,Meat,148.8734,OUT019,Small,Tier 1,Grocery Store,,Perishable,FD,25,9.7,high
DRI47,14.7,Low Fat,0.020962606,Hard Drinks,143.7128,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,8,9.78,high
DRZ11,8.85,Regular,0.11264364,Soft Drinks,123.0388,OUT035,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,6,13.9,medium
FDS02,10.195,Regular,0.14574596,Dairy,196.2794,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,19.25,high
DRD49,9.895,Low Fat,0.168514737,Soft Drinks,238.1564,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,DR,1,24.07,very_high
FDW38,5.325,Regular,0.138895605,Dairy,52.4298,OUT049,Medium,Tier 1,Supermarket Type1,,Perishable,FD,11,9.85,low
FDR21,19.7,Low Fat,0.117195348,Snack Foods,178.037,OUT019,Small,Tier 1,Grocery Store,,Non_Perishable,FD,25,9.04,high
FDE40,15.6,Regular,0.099061255,Dairy,63.7194,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,4.08,low
FDI02,15.7,Regular,0.114797434,Canned,110.8202,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,7.06,medium
FDQ04,6.4,Low Fat,0.0883987467,Frozen Foods,39.5796,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,6.18,low
FDY14,10.3,Low Fat,0.07043637,Dairy,265.3226,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,25.76,very_high
NCT54,8.695,No_Fat,0.119535605,Household,96.6094,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,NC,13,11.11,medium
DRD25,6.135,Low Fat,0.079418753,Soft Drinks,111.886,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,3,18.24,medium
DRE01,10.1,Low Fat,0.167494193,Soft Drinks,241.8512,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,8,23.95,very_high
FDJ12,8.895,Regular,0.065346821,Baking Goods,209.2296,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,23.52,very_high
NCZ05,8.485,No_Fat,0.058222587,Health and Hygiene,103.799,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,12.23,medium
DRB25,12.3,Low Fat,0.121615007,Soft Drinks,108.7938,OUT019,Small,Tier 1,Grocery Store,,Non_Perishable,DR,25,8.85,medium
NCC31,8.02,No_Fat,0.01991076,Household,157.1972,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,8,19.6,high
FDM16,8.155,Regular,0.03362345,Frozen Foods,75.5354,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,9.26,medium
DRG11,6.385,Low Fat,0.083968636,Hard Drinks,105.9596,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,DR,11,16.6,medium
FDV24,5.635,Low Fat,0.102772236,Baking Goods,148.705,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,26.39,high
FDV43,16.0,Low Fat,0.076855628,Fruits and Vegetables,44.5086,OUT046,Small,Tier 1,Supermarket Type1,,Perishable,FD,13,2.78,low
FDG05,11.0,Regular,0.088204994,Frozen Foods,155.163,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,FD,1,14.11,high
FDV23,11.0,Low Fat,0.10327890079999999,Breads,123.9046,OUT010,Small,Tier 3,Grocery Store,,Perishable,FD,12,11.26,medium
FDI58,7.64,Regular,0.070992494,Snack Foods,92.012,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,FD,1,12.04,medium
FDQ11,5.695,Regular,0.06808387,Breads,257.9988,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,45.3,very_high
FDC05,13.1,Regular,0.098306217,Frozen Foods,197.4768,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,15.07,high
FDF40,20.25,Regular,0.022493399,Dairy,247.8092,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,12.24,very_high
FDU02,13.35,Low Fat,0.102929093,Dairy,227.9352,OUT018,Medium,Tier 3,Supermarket Type2,,Perishable,FD,1,17.07,very_high
FDT32,19.0,Regular,0.065579315,Fruits and Vegetables,186.5214,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,9.82,high
NCF06,6.235,No_Fat,0.020312604,Household,260.9962,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,3,41.86,very_high
FDT46,11.35,Low Fat,0.029060788999999997,Snack Foods,51.3008,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,4.52,low
FDR58,6.675,Low Fat,0.070167934,Snack Foods,91.5462,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,13.71,medium
FDY04,17.7,Regular,0.042476445,Frozen Foods,162.321,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,9.17,high
FDT58,9.0,Low Fat,0.086129035,Snack Foods,166.8816,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,18.54,high
FDE46,18.6,Low Fat,0.015794211,Snack Foods,152.0366,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,FD,11,8.17,high
DRH11,5.98,Low Fat,0.075985352,Hard Drinks,56.0614,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,3,9.37,low
DRI51,17.25,Low Fat,0.04224163,Dairy,171.0764,OUT046,Small,Tier 1,Supermarket Type1,,Perishable,DR,13,9.92,high
FDC35,7.435,Low Fat,0.123532514,Starchy Foods,205.6638,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,27.66,very_high
FDP45,15.7,Regular,0.030619053,Snack Foods,252.4724,OUT035,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,6,16.08,very_high
FDC45,17.0,Low Fat,0.13200301977777779,Fruits and Vegetables,169.1106,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,9.95,high
FDU01,20.25,Regular,0.012019598,Canned,184.0924,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,9.09,high
FDJ53,10.5,Low Fat,0.119271136,Frozen Foods,121.0098,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,11.52,medium
FDJ46,11.1,Low Fat,0.045076978,Snack Foods,173.6054,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,15.64,high
FDX07,19.2,Regular,0.022899739,Fruits and Vegetables,185.095,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,9.64,high
NCI30,20.25,No_Fat,0.059027151,Household,248.046,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,12.25,very_high
FDE47,14.15,Low Fat,0.037725174,Starchy Foods,123.9046,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,8.76,medium
FDV48,9.195,Regular,0.04977709477777778,Baking Goods,78.2644,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,8.51,medium
FDN16,12.6,Regular,0.109780112,Frozen Foods,102.599,OUT019,Small,Tier 1,Grocery Store,,Non_Perishable,FD,25,8.14,medium
FDM52,15.1,Low Fat,0.025971792,Frozen Foods,146.2076,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,9.68,high
FDA32,14.0,Low Fat,0.02994846,Fruits and Vegetables,217.3192,OUT027,Medium,Tier 3,Supermarket Type3,,Perishable,FD,25,15.52,very_high
FDH05,14.35,Regular,0.091427887,Frozen Foods,231.6984,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,16.15,very_high
FDW25,5.175,Low Fat,0.06259818,Canned,87.1224,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,16.84,medium
FDQ09,7.235,Low Fat,0.058132207,Snack Foods,114.0834,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,15.77,medium
NCM17,7.93,No_Fat,0.119066863,Health and Hygiene,45.9086,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,NC,12,5.79,low
DRM59,5.88,Low Fat,0.003592093,Hard Drinks,154.1998,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,DR,13,26.22,high
FDV47,17.1,Low Fat,0.053945046,Breads,83.8566,OUT027,Medium,Tier 3,Supermarket Type3,,Perishable,FD,25,4.9,medium
DRE15,13.35,Low Fat,0.017782033,Dairy,74.2012,OUT035,Small,Tier 2,Supermarket Type1,,Perishable,DR,6,5.56,medium
FDS25,6.885,Regular,0.234345616,Canned,108.9228,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,15.82,medium
NCZ05,8.485,No_Fat,0.058369013,Health and Hygiene,104.499,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,NC,1,12.32,medium
NCV05,10.1,No_Fat,0.052891202,Health and Hygiene,154.7656,OUT019,Small,Tier 1,Grocery Store,,Non_Perishable,NC,25,15.32,high
DRM37,15.35,Low Fat,0.096397813,Soft Drinks,196.5768,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,DR,13,12.81,high
FDV58,20.85,Low Fat,0.120663214,Snack Foods,194.2452,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,9.32,high
FDN22,18.85,Regular,0.1212296975,Snack Foods,252.6724,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,13.4,very_high
NCO06,19.25,No_Fat,0.108198392,Household,32.4558,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,1.69,low
FDT56,16.0,Regular,0.202387387,Fruits and Vegetables,59.5246,OUT019,Small,Tier 1,Grocery Store,,Perishable,FD,25,3.72,low
FDM02,12.5,Regular,0.073673697,Canned,88.1198,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,7.05,medium
FDA09,13.35,Regular,0.149366403,Snack Foods,180.566,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,13.53,high
NCC06,19.0,No_Fat,0.026981264,Household,126.5336,OUT035,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,6,6.66,medium
NCL54,12.6,No_Fat,0.082882475,Household,176.1054,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,13.98,high
NCB55,15.7,No_Fat,0.161571797,Household,59.2562,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,3,3.77,low
FDB12,11.15,Regular,0.105903322,Baking Goods,105.1648,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,9.43,medium
NCA54,16.5,No_Fat,0.036698564,Household,178.9318,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,10.84,high
NCS38,8.6,No_Fat,0.090331655,Household,115.8176,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,13.47,medium
FDC02,21.35,Low Fat,0.068929478,Canned,259.6278,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,FD,11,12.16,very_high
FDK44,16.6,Low Fat,0.214004545,Fruits and Vegetables,173.6738,OUT019,Small,Tier 1,Grocery Store,,Perishable,FD,25,10.46,high
FDE16,8.895,Low Fat,0.026338733,Frozen Foods,207.2954,OUT035,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,6,23.3,very_high
NCS05,11.5,No_Fat,0.020974105,Health and Hygiene,132.3942,OUT035,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,6,11.51,medium
FDZ59,6.63,Regular,0.104232541,Baking Goods,166.75,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,25.15,high
FDI20,19.1,Low Fat,0.038781892,Fruits and Vegetables,212.8586,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,11.14,very_high
FDQ14,9.27,Low Fat,0.06178729,Dairy,150.805,OUT046,Small,Tier 1,Supermarket Type1,,Perishable,FD,13,16.27,high
FDF53,20.75,Regular,0.084079477,Frozen Foods,181.2318,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,8.73,high
FDW25,5.175,Low Fat,0.037610496,Canned,85.0224,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,16.43,medium
NCQ43,17.75,No_Fat,0.186296103,Others,108.1912,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,NC,12,6.1,medium
FDX52,11.5,Regular,0.041967613,Frozen Foods,192.282,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,16.72,high
FDE28,9.5,Regular,0.132815802,Frozen Foods,228.3668,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,24.04,very_high
FDN15,17.5,Low Fat,0.016828712,Meat,138.418,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,7.91,high
FDO28,5.765,Low Fat,0.072707309,Frozen Foods,119.3098,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,20.7,medium
FDQ33,13.35,Low Fat,0.091392132,Snack Foods,151.1708,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,11.32,high
FDM22,14.0,Regular,0.070228698,Snack Foods,54.264,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,3.88,low
FDJ03,12.35,Regular,0.072804407,Dairy,48.5692,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,3.93,low
FDI16,14.0,Regular,0.136051058,Frozen Foods,53.564,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,3.83,low
FDI09,20.75,Regular,0.128711271,Seafood,240.488,OUT027,Medium,Tier 3,Supermarket Type3,,Perishable,FD,25,11.59,very_high
FDX55,15.1,Low Fat,0.055159959,Fruits and Vegetables,217.8166,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,14.42,very_high
FDS23,4.635,Low Fat,0.140206849,Breads,128.1994,OUT027,Medium,Tier 3,Supermarket Type3,,Perishable,FD,25,27.66,medium
DRC12,17.85,Low Fat,0.037903586,Soft Drinks,191.7188,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,8,10.74,high
FDH41,9.0,Low Fat,0.0855426095,Frozen Foods,215.8534,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,FD,11,23.98,very_high
FDN01,8.895,Low Fat,0.072338526,Breakfast,174.837,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,19.66,high
FDV55,17.75,Low Fat,0.05518512,Fruits and Vegetables,143.7444,OUT045,Small,Tier 2,Supermarket Type1,,Perishable,FD,8,8.1,high
NCJ19,18.6,No_Fat,0.118081664,Others,56.3588,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,NC,23,3.03,low
NCY29,13.65,No_Fat,0.129274071,Health and Hygiene,55.993,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,NC,12,4.1,low
FDP03,5.15,Regular,0.061426289,Meat,122.7388,OUT018,Medium,Tier 3,Supermarket Type2,,Perishable,FD,1,23.83,medium
FDZ52,19.2,Low Fat,0.100277478,Frozen Foods,110.4886,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,5.75,medium
FDH31,12.0,Regular,0.0142914676,Meat,101.2042,OUT010,Small,Tier 3,Grocery Store,,Perishable,FD,12,8.43,medium
FDQ19,7.35,Regular,0.014423645,Fruits and Vegetables,241.3512,OUT018,Medium,Tier 3,Supermarket Type2,,Perishable,FD,1,32.84,very_high
FDS15,9.195,Regular,0.07804584,Meat,105.8596,OUT035,Small,Tier 2,Supermarket Type1,,Perishable,FD,6,11.51,medium
FDN32,17.5,Low Fat,0.015648384,Fruits and Vegetables,182.5266,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,10.43,high
FDH32,12.8,Low Fat,0.07617829,Fruits and Vegetables,98.541,OUT049,Medium,Tier 1,Supermarket Type1,,Perishable,FD,11,7.7,medium
FDF33,7.97,Low Fat,0.021657301,Seafood,109.5596,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,13.75,medium
FDJ22,18.75,Low Fat,0.052810244,Snack Foods,190.3504,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,10.15,high
FDG56,13.3,Regular,0.119596939,Fruits and Vegetables,62.4536,OUT010,Small,Tier 3,Grocery Store,,Perishable,FD,12,4.7,low
FDC05,13.1,Regular,0.098784586,Frozen Foods,195.8768,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,14.95,high
FDK09,15.2,Low Fat,0.091686939,Snack Foods,227.4352,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,14.96,very_high
NCV29,11.8,No_Fat,0.022889828,Health and Hygiene,176.6686,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,8,14.97,high
NCC43,7.39,No_Fat,0.162450872,Household,250.5066,OUT019,Small,Tier 1,Grocery Store,,Non_Perishable,NC,25,33.9,very_high
NCA42,6.965,No_Fat,0.028592968,Household,156.7604,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,22.51,high
FDC10,9.8,Regular,0.072877673,Snack Foods,118.5098,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,12.09,medium
FDC16,11.5,Regular,0.020552693,Dairy,87.654,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,7.62,medium
NCL17,7.39,No_Fat,0.067723308,Health and Hygiene,140.6812,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,NC,23,19.04,high
FDA51,8.05,Regular,0.164648458,Dairy,114.3518,OUT035,Small,Tier 2,Supermarket Type1,,Perishable,FD,6,14.21,medium
FDW01,14.5,Low Fat,0.06442287,Canned,152.4682,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,10.52,high
NCF30,17.0,No_Fat,0.126500085,Household,127.8362,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,8,7.52,medium
FDN49,17.25,Regular,0.125120258,Breakfast,41.848,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,2.43,low
FDY20,12.5,Regular,0.081918557,Fruits and Vegetables,89.8488,OUT045,Small,Tier 2,Supermarket Type1,,Perishable,FD,8,7.19,medium
FDC15,18.1,Low Fat,0.178329981,Dairy,156.5288,OUT045,Small,Tier 2,Supermarket Type1,,Perishable,FD,8,8.65,high
FDY24,4.88,Regular,0.133493205,Baking Goods,53.3298,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,10.93,low
NCG43,20.2,No_Fat,0.06998150610000001,Household,94.4462,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,3,4.68,medium
FDA48,12.1,Low Fat,0.114778465,Baking Goods,223.0114,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,18.43,very_high
NCF55,6.675,No_Fat,0.021788889,Household,36.7874,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,NC,3,5.51,low
FDL38,13.8,Regular,0.014756014,Canned,89.7172,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,FD,11,6.5,medium
NCQ29,12.0,No_Fat,0.104654725,Health and Hygiene,258.7278,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,NC,1,21.56,very_high
FDC34,16.0,Regular,0.173736289,Snack Foods,156.7972,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,9.8,high
FDP36,10.395,Regular,0.057058688875,Baking Goods,51.9008,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,4.99,low
FDN50,16.85,Regular,0.0258788946,Canned,93.712,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,5.56,medium
FDO23,17.85,Low Fat,0.146655006,Breads,94.4436,OUT049,Medium,Tier 1,Supermarket Type1,,Perishable,FD,11,5.29,medium
FDT56,16.0,Regular,0.115496216,Fruits and Vegetables,58.2246,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,3.64,low
FDT13,14.85,Low Fat,0.018481707,Canned,188.5214,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,12.7,high
FDZ03,13.65,Regular,0.07872111,Dairy,187.624,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,13.75,high
FDQ03,15.0,Regular,0.13057987,Meat,235.4248,OUT010,Small,Tier 3,Grocery Store,,Perishable,FD,12,15.69,very_high
FDU44,12.15,Regular,0.058544215,Fruits and Vegetables,161.5552,OUT045,Small,Tier 2,Supermarket Type1,,Perishable,FD,8,13.3,high
FDD03,13.3,Low Fat,0.079930344,Dairy,231.03,OUT049,Medium,Tier 1,Supermarket Type1,,Perishable,FD,11,17.37,very_high
NCH30,17.1,No_Fat,0.067098169,Household,112.286,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,NC,23,6.57,medium
FDS60,20.85,Low Fat,0.054312176,Baking Goods,179.766,OUT010,Small,Tier 3,Grocery Store,,Non_Perishable,FD,12,8.62,high
FDG08,13.15,Regular,0.165359325,Fruits and Vegetables,171.6764,OUT046,Small,Tier 1,Supermarket Type1,,Perishable,FD,13,13.06,high
FDX38,10.5,Regular,0.048479695,Dairy,47.5376,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,4.53,low
FDD22,10.0,Low Fat,0.100213353,Snack Foods,113.5544,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,11.36,medium
FDW51,6.155,Regular,0.094581098,Meat,211.456,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,34.36,very_high
FDL09,19.6,Regular,0.128760294,Snack Foods,169.4816,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,8.65,high
FDZ60,20.5,Low Fat,0.11960388,Baking Goods,107.9596,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,5.27,medium
NCH07,13.15,No_Fat,0.092667032,Household,159.1604,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,NC,13,12.1,high
NCQ41,14.8,No_Fat,0.019510678,Health and Hygiene,196.9794,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,13.31,high
FDW04,8.985,Regular,0.057917007,Frozen Foods,128.131,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,FD,11,14.26,medium
FDI08,18.2,Regular,0.065976009,Fruits and Vegetables,249.0092,OUT027,Medium,Tier 3,Supermarket Type3,,Perishable,FD,25,13.68,very_high
FDR19,13.5,Regular,0.279650277,Fruits and Vegetables,147.3102,OUT019,Small,Tier 1,Grocery Store,,Perishable,FD,25,10.91,high
FDV13,17.35,Regular,0.027610867,Canned,86.0856,OUT046,Small,Tier 1,Supermarket Type1,,Non_Perishable,FD,13,4.96,medium
FDB52,17.75,Low Fat,0.030607757,Dairy,256.6672,OUT017,Small,Tier 2,Supermarket Type1,,Perishable,FD,3,14.46,very_high
FDZ48,17.75,Low Fat,0.075591785,Baking Goods,111.6544,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,FD,25,6.29,medium
NCO14,9.6,No_Fat,0.029689961,Household,45.7086,OUT049,Medium,Tier 1,Supermarket Type1,,Non_Perishable,NC,11,4.76,low
FDZ50,12.8,Regular,0.079010526,Dairy,184.5608,OUT013,High,Tier 3,Supermarket Type1,,Perishable,FD,23,14.42,high
FDN27,20.85,Low Fat,0.069268825,Meat,116.9808,OUT019,Small,Tier 1,Grocery Store,,Perishable,FD,25,5.61,medium
FDQ60,6.195,Regular,0.109283423,Baking Goods,121.9098,OUT013,High,Tier 3,Supermarket Type1,,Non_Perishable,FD,23,19.68,medium
FDR49,8.71,Low Fat,0.140015944,Canned,46.3376,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,5.32,low
DRJ35,10.1,Low Fat,0.046358964,Hard Drinks,62.3878,OUT027,Medium,Tier 3,Supermarket Type3,,Non_Perishable,DR,25,6.18,low
DRI49,14.15,Low Fat,0.184545287,Soft Drinks,82.1276,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,3,5.8,medium
FDB47,8.8,Low Fat,0.071833423,Snack Foods,210.0612,OUT017,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,3,23.87,very_high
FDP37,15.6,Low Fat,0.239530025,Breakfast,126.4994,OUT010,Small,Tier 3,Grocery Store,,Perishable,FD,12,8.11,medium
FDR26,20.7,Low Fat,0.042903378,Dairy,176.2028,OUT049,Medium,Tier 1,Supermarket Type1,,Perishable,FD,11,8.51,high
FDY31,5.98,Low Fat,0.076272929,Fruits and Vegetables,145.7418,OUT019,Small,Tier 1,Grocery Store,,Perishable,FD,25,24.37,high
FDC11,20.5,Low Fat,0.1420804,Starchy Foods,89.5172,OUT045,Small,Tier 2,Supermarket Type1,,Non_Perishable,FD,8,4.37,medium
DRP47,15.75,Low Fat,0.146681653,Hard Drinks,250.4382,OUT035,Small,Tier 2,Supermarket Type1,,Non_Perishable,DR,6,15.9,very_high
NCY54,8.43,No_Fat,0.1784187,Household,171.1422,OUT018,Medium,Tier 3,Supermarket Type2,,Non_Perishable,NC,1,20.3,high
FDR27,15.1,Regular,0.096100432,Meat,132.4942,OUT046,Small,Tier 1,Supermarket Type1,,Perishable,FD,13,8.77,medium
FDQ21,21.25,Low Fat,0.034007573,Snack Foods,122.8756,OUT019,Small,Tier 1,Grocery Store,,Non_Perishable,FD,25,5.78,medium
